2021-07-28 09:54:54,257 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-28 10:00:33,243 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-28 10:00:33,826 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-28 10:00:43,383 - [http-nio-8080-exec-4] INFO       | BidListController              | --> Launch /bidList/list (BidListController.java:35)
2021-07-28 10:00:45,653 - [http-nio-8080-exec-5] INFO       | BidListController              | --> Launch /bidList/add (BidListController.java:42)
2021-07-28 10:01:00,477 - [http-nio-8080-exec-6] INFO       | BidListController              | --> Launch /bidList/validate (BidListController.java:48)
2021-07-28 10:01:00,478 - [http-nio-8080-exec-6] INFO       | BidListController              |   --> **  Errors /bidList/validate (BidListController.java:50)
2021-07-28 10:03:59,746 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-28 10:04:01,115 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-28 10:04:01,161 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-28 10:04:01,268 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-28 10:04:01,635 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-28 10:04:02,212 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-28 10:04:24,116 - [http-nio-8080-exec-6] INFO       | UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-28 10:04:24,117 - [http-nio-8080-exec-6] INFO       | UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-28 10:04:24,236 - [http-nio-8080-exec-6] INFO       | UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-28 10:04:34,225 - [http-nio-8080-exec-7] INFO       | BidListController              | --> Launch /bidList/list (BidListController.java:35)
2021-07-28 10:04:36,813 - [http-nio-8080-exec-8] INFO       | BidListController              | --> Launch /bidList/add (BidListController.java:42)
2021-07-28 10:04:44,175 - [http-nio-8080-exec-9] INFO       | BidListController              | --> Launch /bidList/validate (BidListController.java:48)
2021-07-28 10:04:44,200 - [http-nio-8080-exec-9] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-07-28 10:04:44,201 - [http-nio-8080-exec-9] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'bid_list_id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-07-28 10:06:02,881 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-28 10:06:04,202 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-28 10:06:04,255 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-28 10:06:04,363 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-28 10:06:04,739 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-28 10:06:05,342 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-28 10:06:13,622 - [http-nio-8080-exec-6] INFO       | UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-28 10:06:13,622 - [http-nio-8080-exec-6] INFO       | UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-28 10:06:13,746 - [http-nio-8080-exec-6] INFO       | UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-28 10:06:20,178 - [http-nio-8080-exec-7] INFO       | BidListController              | --> Launch /bidList/list (BidListController.java:35)
2021-07-28 10:06:22,056 - [http-nio-8080-exec-8] INFO       | BidListController              | --> Launch /bidList/add (BidListController.java:42)
2021-07-28 10:06:28,580 - [http-nio-8080-exec-10] INFO       | BidListController              | --> Launch /bidList/validate (BidListController.java:48)
2021-07-28 10:06:28,580 - [http-nio-8080-exec-10] INFO       | BidListController              |   --> ** Before bid save ...... (BidListController.java:53)
2021-07-28 10:06:28,605 - [http-nio-8080-exec-10] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-07-28 10:06:28,606 - [http-nio-8080-exec-10] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'bid_list_id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-07-28 10:28:39,273 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-28 10:28:40,622 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-28 10:28:40,672 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-28 10:28:40,788 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-28 10:28:41,177 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-28 10:28:41,753 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-28 10:28:50,739 - [http-nio-8080-exec-6] INFO       | UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-28 10:28:50,739 - [http-nio-8080-exec-6] INFO       | UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-28 10:28:50,860 - [http-nio-8080-exec-6] INFO       | UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-28 10:29:00,462 - [http-nio-8080-exec-7] INFO       | BidListController              | --> Launch /bidList/list (BidListController.java:35)
2021-07-28 10:29:01,687 - [http-nio-8080-exec-8] INFO       | BidListController              | --> Launch /bidList/add (BidListController.java:42)
2021-07-28 10:29:07,518 - [http-nio-8080-exec-9] INFO       | BidListController              | --> Launch /bidList/validate (BidListController.java:48)
2021-07-28 10:29:07,518 - [http-nio-8080-exec-9] INFO       | BidListController              |   --> ** Before bid save ...... (BidListController.java:53)
2021-07-28 10:29:07,545 - [http-nio-8080-exec-9] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-07-28 10:29:07,545 - [http-nio-8080-exec-9] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'bid_list_id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-07-28 11:03:57,113 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-28 11:03:58,471 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-28 11:03:58,522 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-28 11:03:58,640 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-28 11:03:59,032 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-28 11:03:59,621 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-28 11:11:33,926 - [http-nio-8080-exec-6] INFO       | UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-28 11:11:33,927 - [http-nio-8080-exec-6] INFO       | UserService          |  ---> Launch getAllUser (UserService.java:43)
2021-07-28 11:11:34,049 - [http-nio-8080-exec-6] INFO       | UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-28 11:11:40,765 - [http-nio-8080-exec-9] INFO       | UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-28 11:11:40,765 - [http-nio-8080-exec-9] INFO       | UserService          |  ---> Launch getAllUser (UserService.java:43)
2021-07-28 11:11:40,768 - [http-nio-8080-exec-9] INFO       | UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-28 11:11:50,676 - [http-nio-8080-exec-10] INFO       | BidListController              | --> Launch /bidList/list (BidListController.java:34)
2021-07-28 11:11:50,677 - [http-nio-8080-exec-10] INFO       | BidListService       |  ---> Launch getAllBidList (BidListService.java:41)
2021-07-28 11:11:52,563 - [http-nio-8080-exec-1] INFO       | BidListController              | --> Launch /bidList/add (BidListController.java:41)
2021-07-28 11:11:59,272 - [http-nio-8080-exec-2] INFO       | BidListController              | --> Launch /bidList/validate (BidListController.java:47)
2021-07-28 11:11:59,273 - [http-nio-8080-exec-2] INFO       | BidListController              |   --> ** Before bid save ...... (BidListController.java:52)
2021-07-28 11:11:59,273 - [http-nio-8080-exec-2] INFO       | BidListService       |  ---> Launch addBidList (BidListService.java:57)
2021-07-28 11:11:59,273 - [http-nio-8080-exec-2] INFO       | DtoBuilder                           |  ---> Launch buildBidList (ModelBuilder.java:46)
2021-07-28 11:11:59,298 - [http-nio-8080-exec-2] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-07-28 11:11:59,298 - [http-nio-8080-exec-2] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'bid_list_id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-07-28 11:21:48,909 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-28 11:21:50,306 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-28 11:21:50,355 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-28 11:21:50,486 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-28 11:21:50,856 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-28 11:21:51,424 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-28 11:22:23,396 - [http-nio-8080-exec-6] INFO       | UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-28 11:22:23,397 - [http-nio-8080-exec-6] INFO       | UserService          |  ---> Launch getAllUser (UserService.java:43)
2021-07-28 11:22:23,525 - [http-nio-8080-exec-6] INFO       | UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-28 11:22:33,128 - [http-nio-8080-exec-7] INFO       | BidListController              | --> Launch /bidList/list (BidListController.java:34)
2021-07-28 11:22:33,128 - [http-nio-8080-exec-7] INFO       | BidListService       |  ---> Launch getAllBidList (BidListService.java:41)
2021-07-28 11:22:36,683 - [http-nio-8080-exec-8] INFO       | BidListController              | --> Launch /bidList/add (BidListController.java:41)
2021-07-28 11:22:42,397 - [http-nio-8080-exec-9] INFO       | BidListController              | --> Launch /bidList/validate (BidListController.java:47)
2021-07-28 11:22:42,397 - [http-nio-8080-exec-9] INFO       | BidListController              |   --> ** Before bid save ...... (BidListController.java:52)
2021-07-28 11:22:42,397 - [http-nio-8080-exec-9] INFO       | BidListService       |  ---> Launch addBidList (BidListService.java:57)
2021-07-28 11:22:42,398 - [http-nio-8080-exec-9] INFO       | DtoBuilder                           |  ---> Launch buildBidList (ModelBuilder.java:46)
2021-07-28 11:22:42,422 - [http-nio-8080-exec-9] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-07-28 11:22:42,423 - [http-nio-8080-exec-9] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'bid_list_id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-07-28 11:42:06,745 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-28 11:42:08,094 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-28 11:42:08,145 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-28 11:42:08,256 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-28 11:42:08,649 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-28 11:42:09,199 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-28 11:43:01,393 - [http-nio-8080-exec-6] INFO       | UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-28 11:43:01,394 - [http-nio-8080-exec-6] INFO       | UserService          |  ---> Launch getAllUser (UserService.java:43)
2021-07-28 11:43:01,516 - [http-nio-8080-exec-6] INFO       | UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-28 11:43:12,805 - [http-nio-8080-exec-7] INFO       | BidListController              | --> Launch /bidList/list (BidListController.java:34)
2021-07-28 11:43:12,805 - [http-nio-8080-exec-7] INFO       | BidListService       |  ---> Launch getAllBidList (BidListService.java:41)
2021-07-28 11:43:14,301 - [http-nio-8080-exec-8] INFO       | BidListController              | --> Launch /bidList/add (BidListController.java:41)
2021-07-28 11:43:19,709 - [http-nio-8080-exec-9] INFO       | BidListController              | --> Launch /bidList/validate (BidListController.java:47)
2021-07-28 11:43:19,709 - [http-nio-8080-exec-9] INFO       | BidListController              |   --> ** Before bid save ...... (BidListController.java:52)
2021-07-28 11:43:19,709 - [http-nio-8080-exec-9] INFO       | BidListService       |  ---> Launch addBidList (BidListService.java:57)
2021-07-28 11:43:19,709 - [http-nio-8080-exec-9] INFO       | DtoBuilder                           |  ---> Launch buildBidList (ModelBuilder.java:46)
2021-07-28 11:43:19,736 - [http-nio-8080-exec-9] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1048, SQLState: 23000 (SqlExceptionHelper.java:137)
2021-07-28 11:43:19,737 - [http-nio-8080-exec-9] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Column 'source_list_id' cannot be null (SqlExceptionHelper.java:142)
2021-07-28 11:44:25,213 - [http-nio-8080-exec-10] INFO       | BidListController              | --> Launch /bidList/validate (BidListController.java:47)
2021-07-28 11:44:25,214 - [http-nio-8080-exec-10] INFO       | BidListController              |   --> ** Before bid save ...... (BidListController.java:52)
2021-07-28 11:44:25,214 - [http-nio-8080-exec-10] INFO       | BidListService       |  ---> Launch addBidList (BidListService.java:57)
2021-07-28 11:44:25,214 - [http-nio-8080-exec-10] INFO       | DtoBuilder                           |  ---> Launch buildBidList (ModelBuilder.java:46)
2021-07-28 11:44:25,216 - [http-nio-8080-exec-10] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-07-28 11:44:25,216 - [http-nio-8080-exec-10] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'bid_list_id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-07-28 11:44:26,619 - [http-nio-8080-exec-1] INFO       | BidListController              | --> Launch /bidList/add (BidListController.java:41)
2021-07-28 11:44:28,278 - [http-nio-8080-exec-2] INFO       | BidListController              | --> Launch /bidList/validate (BidListController.java:47)
2021-07-28 11:44:28,278 - [http-nio-8080-exec-2] INFO       | BidListController              |   --> ** Before bid save ...... (BidListController.java:52)
2021-07-28 11:44:28,279 - [http-nio-8080-exec-2] INFO       | BidListService       |  ---> Launch addBidList (BidListService.java:57)
2021-07-28 11:44:28,279 - [http-nio-8080-exec-2] INFO       | DtoBuilder                           |  ---> Launch buildBidList (ModelBuilder.java:46)
2021-07-28 11:44:28,282 - [http-nio-8080-exec-2] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-07-28 11:44:28,283 - [http-nio-8080-exec-2] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'bid_list_id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-07-28 11:45:39,547 - [http-nio-8080-exec-3] INFO       | BidListController              | --> Launch /bidList/add (BidListController.java:41)
2021-07-28 11:45:40,934 - [http-nio-8080-exec-4] INFO       | BidListController              | --> Launch /bidList/list (BidListController.java:34)
2021-07-28 11:45:40,935 - [http-nio-8080-exec-4] INFO       | BidListService       |  ---> Launch getAllBidList (BidListService.java:41)
2021-07-28 11:45:47,062 - [http-nio-8080-exec-5] INFO       | BidListController              | --> Launch /bidList/add (BidListController.java:41)
2021-07-28 11:45:54,744 - [http-nio-8080-exec-6] INFO       | BidListController              | --> Launch /bidList/validate (BidListController.java:47)
2021-07-28 11:45:54,744 - [http-nio-8080-exec-6] INFO       | BidListController              |   --> ** Before bid save ...... (BidListController.java:52)
2021-07-28 11:45:54,744 - [http-nio-8080-exec-6] INFO       | BidListService       |  ---> Launch addBidList (BidListService.java:57)
2021-07-28 11:45:54,744 - [http-nio-8080-exec-6] INFO       | DtoBuilder                           |  ---> Launch buildBidList (ModelBuilder.java:46)
2021-07-28 11:45:54,747 - [http-nio-8080-exec-6] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-07-28 11:45:54,747 - [http-nio-8080-exec-6] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'bid_list_id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-07-28 11:51:03,430 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-28 11:51:04,795 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-28 11:51:04,846 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-28 11:51:04,962 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-28 11:51:05,340 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-28 11:51:05,893 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-28 11:51:18,648 - [http-nio-8080-exec-6] INFO       | UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-28 11:51:18,648 - [http-nio-8080-exec-6] INFO       | UserService          |  ---> Launch getAllUser (UserService.java:43)
2021-07-28 11:51:18,765 - [http-nio-8080-exec-6] INFO       | UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-28 11:51:26,750 - [http-nio-8080-exec-7] INFO       | BidListController              | --> Launch /bidList/list (BidListController.java:34)
2021-07-28 11:51:26,750 - [http-nio-8080-exec-7] INFO       | BidListService       |  ---> Launch getAllBidList (BidListService.java:41)
2021-07-28 11:51:28,277 - [http-nio-8080-exec-8] INFO       | BidListController              | --> Launch /bidList/add (BidListController.java:41)
2021-07-28 11:51:34,446 - [http-nio-8080-exec-9] INFO       | BidListController              | --> Launch /bidList/validate (BidListController.java:47)
2021-07-28 11:51:34,447 - [http-nio-8080-exec-9] INFO       | BidListController              |   --> ** Before bid save ...... (BidListController.java:52)
2021-07-28 11:51:34,447 - [http-nio-8080-exec-9] INFO       | BidListService       |  ---> Launch addBidList (BidListService.java:57)
2021-07-28 11:51:34,447 - [http-nio-8080-exec-9] INFO       | DtoBuilder                           |  ---> Launch buildBidList (ModelBuilder.java:46)
2021-07-28 11:51:34,478 - [http-nio-8080-exec-9] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-07-28 11:51:34,478 - [http-nio-8080-exec-9] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'bid_list_id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-07-28 11:53:19,945 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-28 11:53:21,358 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-28 11:53:21,409 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-28 11:53:21,525 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-28 11:53:21,922 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-28 11:53:22,510 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-28 11:53:31,172 - [http-nio-8080-exec-6] INFO       | UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-28 11:53:31,173 - [http-nio-8080-exec-6] INFO       | UserService          |  ---> Launch getAllUser (UserService.java:43)
2021-07-28 11:53:31,308 - [http-nio-8080-exec-6] INFO       | UserController                 |  --->   user/list - OK - (UserController.java:41)
